Congress,bill_number,bill_type,action,main_action,object,member_id
116,633,s,S.Amdt.2702 Amendment SA 2702 proposed by Senator Murkowski for Senator Moran. (consideration: CR S7430-7431 ; text: CR S7430-7431 ) In the nature of a substitute.,senate amendment proposed (on the floor),amendment,1581
116,712,s,Committee on Foreign Relations. Reported by Senator Risch with an amendment in the nature of a substitute and an amendment to the title. Without written report.,senate committee/subcommittee actions,senate bill,505
116,820,s,Committee on the Judiciary. Reported by Senator Graham with amendments. Without written report.,senate committee/subcommittee actions,senate bill,1580
116,850,s,S.Amdt.2502 Amendment SA 2502 proposed by Senator Sullivan. (consideration: CR S4647-4648 ; text: CR S4647-4648 ) To require a report by the Secretary of Veterans Affairs on the transportation of individuals to and from facilities of the Department of Veterans Affairs.,senate amendment proposed (on the floor),amendment,1352
116,850,s,Committee on Veterans' Affairs. Reported by Senator Moran with an amendment. Without written report.,senate committee/subcommittee actions,senate bill,1490
116,886,s,S.Amdt.1592 Amendment SA 1592 proposed by Senator McConnell for Senator Udall. (consideration: CR S2745 ; text: CR S2738-2742 ) In the nature of a substitute.,senate amendment proposed (on the floor),amendment,858
116,886,s,Committee on Indian Affairs. Reported by Senator Hoeven with an amendment in the nature of a substitute. With written report No. 116-189 .,senate committee/subcommittee actions,senate bill,622
116,924,s,S.Amdt.2658 Amendment SA 2658 proposed by Senator McConnell for Senator Cornyn. (consideration: CR S5716 ; text: CR S5716 ) In the nature of a substitute.,senate amendment proposed (on the floor),amendment,858
116,94,s,By Senator Barrasso from Committee on Environment and Public Works filed written report. Report No. 116-8 . Action By: Senate,senate committee report filed after reporting,senate bill,603
116,94,s,Committee on Environment and Public Works. Reported by Senator Barrasso without amendment. Without written report.,senate committee/subcommittee actions,senate bill,603
116,995,s,"Committee on Health, Education, Labor, and Pensions. Reported by Senator Alexander with an amendment in the nature of a substitute. Without written report.",senate committee/subcommittee actions,senate bill,1561
116,2731,s,Committee on Armed Services. Original measure reported to Senate by Senator Inhofe. Without written report. (Sponsor introductory remarks on measure: CR S6246-6247 ),reported to senate,senate bill,513
116,1004,s,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 116-264 .,senate committee/subcommittee actions,senate bill,1701
116,1025,s,Committee on Foreign Relations. Reported by Senator Risch with an amendment in the nature of a substitute. Without written report.,senate committee/subcommittee actions,senate bill,505
116,1052,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski under authority of the order of the Senate of 08/01/2019 with an amendment in the nature of a substitute. With written report No. 116-74 .,senate committee/subcommittee actions,senate bill,1581
116,1064,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski under authority of the order of the Senate of 08/01/2019 with an amendment. With written report No. 116-75 .,senate committee/subcommittee actions,senate bill,1581
116,1061,s,By Senator Barrasso from Committee on Environment and Public Works filed written report. Report No. 116-36 . Action By: Senate,senate committee report filed after reporting,senate bill,603
116,1061,s,Committee on Environment and Public Works. Reported by Senator Barrasso without amendment. Without written report.,senate committee/subcommittee actions,senate bill,603
116,1081,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski with amendments. Without written report.,senate committee/subcommittee actions,senate bill,1581
116,1085,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 116-83 .,senate committee/subcommittee actions,senate bill,1581
116,1102,s,Committee on Foreign Relations. Reported by Senator Risch with an amendment in the nature of a substitute. Without written report.,senate committee/subcommittee actions,senate bill,505
116,1148,s,"Committee on Commerce, Science, and Transportation. Reported by Senator Wicker with an amendment. With written report No. 116-169 .",senate committee/subcommittee actions,senate bill,1002
116,1151,s,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-85 .,senate committee/subcommittee actions,senate bill,1701
116,1173,s,"Committee on Health, Education, Labor, and Pensions. Reported by Senator Alexander without amendment. Without written report.",senate committee/subcommittee actions,senate bill,1561
116,1189,s,Committee on Foreign Relations. Reported by Senator Risch with an amendment in the nature of a substitute. Without written report.,senate committee/subcommittee actions,senate bill,505
116,1201,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment in the nature of a substitute. With written report No. 116-115 .,senate committee/subcommittee actions,senate bill,1581
116,1207,s,Committee on Indian Affairs. Reported by Senator Hoeven without amendment. With written report No. 116-79 .,senate committee/subcommittee actions,senate bill,622
116,1224,s,Committee on the Judiciary. Reported by Senator Graham with an amendment in the nature of a substitute and an amendment to the title. Without written report.,senate committee/subcommittee actions,senate bill,1580
116,1227,s,Committee on the Judiciary. Reported by Senator Graham with an amendment in the nature of a substitute. Without written report.,senate committee/subcommittee actions,senate bill,1580
116,1245,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski with amendments. With written report No. 116-117 .,senate committee/subcommittee actions,senate bill,1581
116,1262,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski with amendments. Without written report.,senate committee/subcommittee actions,senate bill,1581
116,1273,s,Committee on the Judiciary. Reported by Senator Graham without amendment. With written report No. 116-105 .,senate committee/subcommittee actions,senate bill,1580
116,1286,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski under authority of the order of the Senate of 08/01/2019 without amendment. With written report No. 116-76 .,senate committee/subcommittee actions,senate bill,1581
116,1294,s,"Committee on Commerce, Science, and Transportation. Reported by Senator Wicker without amendment. With written report No. 116-162 .",senate committee/subcommittee actions,senate bill,1002
116,1317,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment in the nature of a substitute. With written report No. 116-131 .,senate committee/subcommittee actions,senate bill,1581
116,1333,s,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 116-49 .,senate committee/subcommittee actions,senate bill,1701
116,1345,s,By Senator Barrasso from Committee on Environment and Public Works filed written report. Report No. 116-101 . Action By: Senate,senate committee report filed after reporting,senate bill,603
116,1345,s,Committee on Environment and Public Works. Reported by Senator Barrasso without amendment. Without written report.,senate committee/subcommittee actions,senate bill,603
116,1349,s,"Committee on Commerce, Science, and Transportation. Reported by Senator Wicker without amendment. With written report No. 116-163 .",senate committee/subcommittee actions,senate bill,1002
116,1363,s,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-225 .,senate committee/subcommittee actions,senate bill,1701
116,1378,s,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-86 .,senate committee/subcommittee actions,senate bill,1701
116,1399,s,"Committee on Health, Education, Labor, and Pensions. Reported by Senator Alexander with an amendment in the nature of a substitute. Without written report.",senate committee/subcommittee actions,senate bill,1561
116,1419,s,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-88 .,senate committee/subcommittee actions,senate bill,1701
116,1416,s,Committee on the Judiciary. Reported by Senator Graham with an amendment in the nature of a substitute. Without written report.,senate committee/subcommittee actions,senate bill,1580
116,1420,s,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 116-55 .,senate committee/subcommittee actions,senate bill,1701
116,1441,s,Committee on Foreign Relations. Reported by Senator Risch with an amendment in the nature of a substitute. Without written report.,senate committee/subcommittee actions,senate bill,505
116,143,s,Committee on Energy and Natural Resources. Reported by Senator Murkowski under authority of the order of the Senate of 08/01/2019 without amendment. With written report No. 116-70 .,senate committee/subcommittee actions,senate bill,1581
116,1494,s,Committee on the Judiciary. Reported by Senator Graham under authority of the order of the Senate of 08/01/2019 with an amendment in the nature of a substitute. Without written report.,senate committee/subcommittee actions,senate bill,1580
116,1507,s,Committee on Environment and Public Works. Reported by Senator Barrasso with an amendment in the nature of a substitute. Without written report.,senate committee/subcommittee actions,senate bill,603
116,1521,s,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 116-60 .,senate committee/subcommittee actions,senate bill,1701
116,1539,s,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 116-89 .,senate committee/subcommittee actions,senate bill,1701
