,date_str,sp500,djia,date_ex1,date_ex2,date_ex3
1159,2022-09-13,3932.69,31104.97,September 13 2022,"Tuesday, 2022-09-13","Sep-13, 22"
1160,2022-09-14,3946.01,31135.09,September 14 2022,"Wednesday, 2022-09-14","Sep-14, 22"
1161,2022-09-15,3901.35,30961.82,September 15 2022,"Thursday, 2022-09-15","Sep-15, 22"
1162,2022-09-16,3873.33,30822.42,September 16 2022,"Friday, 2022-09-16","Sep-16, 22"
1163,2022-09-19,3899.89,31019.68,September 19 2022,"Monday, 2022-09-19","Sep-19, 22"
1164,2022-09-20,3855.93,30706.23,September 20 2022,"Tuesday, 2022-09-20","Sep-20, 22"
1165,2022-09-21,3789.93,30183.78,September 21 2022,"Wednesday, 2022-09-21","Sep-21, 22"
1166,2022-09-22,3757.99,30076.68,September 22 2022,"Thursday, 2022-09-22","Sep-22, 22"
1167,2022-09-23,3693.23,29590.41,September 23 2022,"Friday, 2022-09-23","Sep-23, 22"
1168,2022-09-26,3655.04,29260.81,September 26 2022,"Monday, 2022-09-26","Sep-26, 22"
1169,2022-09-27,3647.29,29134.99,September 27 2022,"Tuesday, 2022-09-27","Sep-27, 22"
1170,2022-09-28,3719.04,29683.74,September 28 2022,"Wednesday, 2022-09-28","Sep-28, 22"
1171,2022-09-29,3640.47,29225.61,September 29 2022,"Thursday, 2022-09-29","Sep-29, 22"
1172,2022-09-30,3585.62,28725.51,September 30 2022,"Friday, 2022-09-30","Sep-30, 22"
1173,2022-10-03,3678.43,29490.89,October 03 2022,"Monday, 2022-10-03","Oct-03, 22"
1174,2022-10-04,3790.93,30316.32,October 04 2022,"Tuesday, 2022-10-04","Oct-04, 22"
1175,2022-10-05,3783.28,30273.87,October 05 2022,"Wednesday, 2022-10-05","Oct-05, 22"
1176,2022-10-06,3744.52,29926.94,October 06 2022,"Thursday, 2022-10-06","Oct-06, 22"
1177,2022-10-07,3639.66,29296.79,October 07 2022,"Friday, 2022-10-07","Oct-07, 22"
1178,2022-10-10,3612.39,29202.88,October 10 2022,"Monday, 2022-10-10","Oct-10, 22"
1179,2022-10-11,3588.84,29239.19,October 11 2022,"Tuesday, 2022-10-11","Oct-11, 22"
1180,2022-10-12,3577.03,29210.85,October 12 2022,"Wednesday, 2022-10-12","Oct-12, 22"
1181,2022-10-13,3669.91,30038.72,October 13 2022,"Thursday, 2022-10-13","Oct-13, 22"
1182,2022-10-14,3583.07,29634.83,October 14 2022,"Friday, 2022-10-14","Oct-14, 22"
1183,2022-10-17,3677.95,30185.82,October 17 2022,"Monday, 2022-10-17","Oct-17, 22"
1184,2022-10-18,3719.98,30523.8,October 18 2022,"Tuesday, 2022-10-18","Oct-18, 22"
1185,2022-10-19,3695.16,30423.81,October 19 2022,"Wednesday, 2022-10-19","Oct-19, 22"
1186,2022-10-20,3665.78,30333.59,October 20 2022,"Thursday, 2022-10-20","Oct-20, 22"
1187,2022-10-21,3752.75,31082.56,October 21 2022,"Friday, 2022-10-21","Oct-21, 22"
1188,2022-10-24,3797.34,31499.62,October 24 2022,"Monday, 2022-10-24","Oct-24, 22"
1189,2022-10-25,3859.11,31836.74,October 25 2022,"Tuesday, 2022-10-25","Oct-25, 22"
1190,2022-10-26,3830.6,31839.11,October 26 2022,"Wednesday, 2022-10-26","Oct-26, 22"
1191,2022-10-27,3807.3,32033.28,October 27 2022,"Thursday, 2022-10-27","Oct-27, 22"
1192,2022-10-28,3901.06,32861.8,October 28 2022,"Friday, 2022-10-28","Oct-28, 22"
1193,2022-10-31,3871.98,32732.95,October 31 2022,"Monday, 2022-10-31","Oct-31, 22"
1194,2022-11-01,3856.1,32653.2,November 01 2022,"Tuesday, 2022-11-01","Nov-01, 22"
1195,2022-11-02,3759.69,32147.76,November 02 2022,"Wednesday, 2022-11-02","Nov-02, 22"
1196,2022-11-03,3719.89,32001.25,November 03 2022,"Thursday, 2022-11-03","Nov-03, 22"
1197,2022-11-04,3770.55,32403.22,November 04 2022,"Friday, 2022-11-04","Nov-04, 22"
1198,2022-11-07,3806.8,32827.0,November 07 2022,"Monday, 2022-11-07","Nov-07, 22"
1199,2022-11-08,3828.11,33160.83,November 08 2022,"Tuesday, 2022-11-08","Nov-08, 22"
1200,2022-11-09,3748.57,32513.94,November 09 2022,"Wednesday, 2022-11-09","Nov-09, 22"
1201,2022-11-10,3956.37,33715.37,November 10 2022,"Thursday, 2022-11-10","Nov-10, 22"
1202,2022-11-11,3992.93,33747.86,November 11 2022,"Friday, 2022-11-11","Nov-11, 22"
1203,2022-11-14,3957.25,33536.7,November 14 2022,"Monday, 2022-11-14","Nov-14, 22"
1204,2022-11-15,3991.73,33592.92,November 15 2022,"Tuesday, 2022-11-15","Nov-15, 22"
1205,2022-11-16,3958.79,33553.83,November 16 2022,"Wednesday, 2022-11-16","Nov-16, 22"
1206,2022-11-17,3946.56,33546.32,November 17 2022,"Thursday, 2022-11-17","Nov-17, 22"
1207,2022-11-18,3965.34,33745.69,November 18 2022,"Friday, 2022-11-18","Nov-18, 22"
1208,2022-11-21,3949.94,33700.28,November 21 2022,"Monday, 2022-11-21","Nov-21, 22"
1209,2022-11-22,4003.58,34098.1,November 22 2022,"Tuesday, 2022-11-22","Nov-22, 22"
1210,2022-11-23,4027.26,34194.06,November 23 2022,"Wednesday, 2022-11-23","Nov-23, 22"
1211,2022-11-24,,,November 24 2022,"Thursday, 2022-11-24","Nov-24, 22"
1212,2022-11-25,4026.12,34347.03,November 25 2022,"Friday, 2022-11-25","Nov-25, 22"
1213,2022-11-28,3963.94,33849.46,November 28 2022,"Monday, 2022-11-28","Nov-28, 22"
1214,2022-11-29,3957.63,33852.53,November 29 2022,"Tuesday, 2022-11-29","Nov-29, 22"
1215,2022-11-30,4080.11,34589.77,November 30 2022,"Wednesday, 2022-11-30","Nov-30, 22"
1216,2022-12-01,4076.57,34395.01,December 01 2022,"Thursday, 2022-12-01","Dec-01, 22"
1217,2022-12-02,4071.7,34429.88,December 02 2022,"Friday, 2022-12-02","Dec-02, 22"
1218,2022-12-05,3998.84,33947.1,December 05 2022,"Monday, 2022-12-05","Dec-05, 22"
1219,2022-12-06,3941.26,33596.34,December 06 2022,"Tuesday, 2022-12-06","Dec-06, 22"
1220,2022-12-07,3933.92,33597.92,December 07 2022,"Wednesday, 2022-12-07","Dec-07, 22"
1221,2022-12-08,3963.51,33781.48,December 08 2022,"Thursday, 2022-12-08","Dec-08, 22"
1222,2022-12-09,3934.38,33476.46,December 09 2022,"Friday, 2022-12-09","Dec-09, 22"
1223,2022-12-12,3990.56,34005.04,December 12 2022,"Monday, 2022-12-12","Dec-12, 22"
1224,2022-12-13,4019.65,34108.64,December 13 2022,"Tuesday, 2022-12-13","Dec-13, 22"
1225,2022-12-14,3995.32,33966.35,December 14 2022,"Wednesday, 2022-12-14","Dec-14, 22"
1226,2022-12-15,3895.75,33202.22,December 15 2022,"Thursday, 2022-12-15","Dec-15, 22"
1227,2022-12-16,3852.36,32920.46,December 16 2022,"Friday, 2022-12-16","Dec-16, 22"
1228,2022-12-19,3817.66,32757.54,December 19 2022,"Monday, 2022-12-19","Dec-19, 22"
1229,2022-12-20,3821.62,32849.74,December 20 2022,"Tuesday, 2022-12-20","Dec-20, 22"
1230,2022-12-21,3878.44,33376.48,December 21 2022,"Wednesday, 2022-12-21","Dec-21, 22"
1231,2022-12-22,3822.39,33027.49,December 22 2022,"Thursday, 2022-12-22","Dec-22, 22"
1232,2022-12-23,3844.82,33203.93,December 23 2022,"Friday, 2022-12-23","Dec-23, 22"
1233,2022-12-26,,,December 26 2022,"Monday, 2022-12-26","Dec-26, 22"
1234,2022-12-27,3829.25,33241.56,December 27 2022,"Tuesday, 2022-12-27","Dec-27, 22"
1235,2022-12-28,3783.22,32875.71,December 28 2022,"Wednesday, 2022-12-28","Dec-28, 22"
1236,2022-12-29,3849.28,33220.8,December 29 2022,"Thursday, 2022-12-29","Dec-29, 22"
1237,2022-12-30,3839.5,33147.25,December 30 2022,"Friday, 2022-12-30","Dec-30, 22"
1238,2023-01-02,,,January 02 2023,"Monday, 2023-01-02","Jan-02, 23"
1239,2023-01-03,3824.14,33136.37,January 03 2023,"Tuesday, 2023-01-03","Jan-03, 23"
1240,2023-01-04,3852.97,33269.77,January 04 2023,"Wednesday, 2023-01-04","Jan-04, 23"
1241,2023-01-05,3808.1,32930.08,January 05 2023,"Thursday, 2023-01-05","Jan-05, 23"
1242,2023-01-06,3895.08,33630.61,January 06 2023,"Friday, 2023-01-06","Jan-06, 23"
1243,2023-01-09,3892.09,33517.65,January 09 2023,"Monday, 2023-01-09","Jan-09, 23"
1244,2023-01-10,3919.25,33704.1,January 10 2023,"Tuesday, 2023-01-10","Jan-10, 23"
1245,2023-01-11,3969.61,33973.01,January 11 2023,"Wednesday, 2023-01-11","Jan-11, 23"
1246,2023-01-12,3983.17,34189.97,January 12 2023,"Thursday, 2023-01-12","Jan-12, 23"
1247,2023-01-13,3999.09,34302.61,January 13 2023,"Friday, 2023-01-13","Jan-13, 23"
1248,2023-01-16,,,January 16 2023,"Monday, 2023-01-16","Jan-16, 23"
1249,2023-01-17,3990.97,33910.85,January 17 2023,"Tuesday, 2023-01-17","Jan-17, 23"
1250,2023-01-18,3928.86,33296.96,January 18 2023,"Wednesday, 2023-01-18","Jan-18, 23"
1251,2023-01-19,3898.85,33044.56,January 19 2023,"Thursday, 2023-01-19","Jan-19, 23"
1252,2023-01-20,3972.61,33375.49,January 20 2023,"Friday, 2023-01-20","Jan-20, 23"
1253,2023-01-23,4019.81,33629.56,January 23 2023,"Monday, 2023-01-23","Jan-23, 23"
1254,2023-01-24,4016.95,33733.96,January 24 2023,"Tuesday, 2023-01-24","Jan-24, 23"
1255,2023-01-25,4016.22,33743.84,January 25 2023,"Wednesday, 2023-01-25","Jan-25, 23"
1256,2023-01-26,4060.43,33949.41,January 26 2023,"Thursday, 2023-01-26","Jan-26, 23"
1257,2023-01-27,4070.56,33978.08,January 27 2023,"Friday, 2023-01-27","Jan-27, 23"
1258,2023-01-30,4017.77,33717.09,January 30 2023,"Monday, 2023-01-30","Jan-30, 23"
1259,2023-01-31,4076.6,34086.04,January 31 2023,"Tuesday, 2023-01-31","Jan-31, 23"
1260,2023-02-01,4119.21,34092.96,February 01 2023,"Wednesday, 2023-02-01","Feb-01, 23"
1261,2023-02-02,4179.76,34053.94,February 02 2023,"Thursday, 2023-02-02","Feb-02, 23"
1262,2023-02-03,4136.48,33926.01,February 03 2023,"Friday, 2023-02-03","Feb-03, 23"
1263,2023-02-06,4111.08,33891.02,February 06 2023,"Monday, 2023-02-06","Feb-06, 23"
1264,2023-02-07,4164.0,34156.69,February 07 2023,"Tuesday, 2023-02-07","Feb-07, 23"
1265,2023-02-08,4117.86,33949.01,February 08 2023,"Wednesday, 2023-02-08","Feb-08, 23"
1266,2023-02-09,4081.5,33699.88,February 09 2023,"Thursday, 2023-02-09","Feb-09, 23"
1267,2023-02-10,4090.46,33869.27,February 10 2023,"Friday, 2023-02-10","Feb-10, 23"
1268,2023-02-13,4137.29,34245.93,February 13 2023,"Monday, 2023-02-13","Feb-13, 23"
1269,2023-02-14,4136.13,34089.27,February 14 2023,"Tuesday, 2023-02-14","Feb-14, 23"
1270,2023-02-15,4147.6,34128.05,February 15 2023,"Wednesday, 2023-02-15","Feb-15, 23"
1271,2023-02-16,4090.41,33696.85,February 16 2023,"Thursday, 2023-02-16","Feb-16, 23"
1272,2023-02-17,4079.09,33826.69,February 17 2023,"Friday, 2023-02-17","Feb-17, 23"
1273,2023-02-20,,,February 20 2023,"Monday, 2023-02-20","Feb-20, 23"
1274,2023-02-21,3997.34,33129.59,February 21 2023,"Tuesday, 2023-02-21","Feb-21, 23"
1275,2023-02-22,3991.05,33045.09,February 22 2023,"Wednesday, 2023-02-22","Feb-22, 23"
1276,2023-02-23,4012.32,33153.91,February 23 2023,"Thursday, 2023-02-23","Feb-23, 23"
1277,2023-02-24,3970.04,32816.92,February 24 2023,"Friday, 2023-02-24","Feb-24, 23"
1278,2023-02-27,3982.24,32889.09,February 27 2023,"Monday, 2023-02-27","Feb-27, 23"
1279,2023-02-28,3970.15,32656.7,February 28 2023,"Tuesday, 2023-02-28","Feb-28, 23"
1280,2023-03-01,3951.39,32661.84,March 01 2023,"Wednesday, 2023-03-01","Mar-01, 23"
1281,2023-03-02,3981.35,33003.57,March 02 2023,"Thursday, 2023-03-02","Mar-02, 23"
1282,2023-03-03,4045.64,33390.97,March 03 2023,"Friday, 2023-03-03","Mar-03, 23"
1283,2023-03-06,4048.42,33431.44,March 06 2023,"Monday, 2023-03-06","Mar-06, 23"
1284,2023-03-07,3986.37,32856.46,March 07 2023,"Tuesday, 2023-03-07","Mar-07, 23"
1285,2023-03-08,3992.01,32798.4,March 08 2023,"Wednesday, 2023-03-08","Mar-08, 23"
1286,2023-03-09,3918.32,32254.86,March 09 2023,"Thursday, 2023-03-09","Mar-09, 23"
1287,2023-03-10,3861.59,31909.64,March 10 2023,"Friday, 2023-03-10","Mar-10, 23"
1288,2023-03-13,3855.76,31819.14,March 13 2023,"Monday, 2023-03-13","Mar-13, 23"
1289,2023-03-14,3919.29,32155.4,March 14 2023,"Tuesday, 2023-03-14","Mar-14, 23"
1290,2023-03-15,3891.93,31874.57,March 15 2023,"Wednesday, 2023-03-15","Mar-15, 23"
1291,2023-03-16,3960.28,32246.55,March 16 2023,"Thursday, 2023-03-16","Mar-16, 23"
1292,2023-03-17,3916.64,31861.98,March 17 2023,"Friday, 2023-03-17","Mar-17, 23"
1293,2023-03-20,3951.57,32244.58,March 20 2023,"Monday, 2023-03-20","Mar-20, 23"
1294,2023-03-21,4002.87,32560.6,March 21 2023,"Tuesday, 2023-03-21","Mar-21, 23"
1295,2023-03-22,3936.97,32030.11,March 22 2023,"Wednesday, 2023-03-22","Mar-22, 23"
1296,2023-03-23,3948.72,32105.25,March 23 2023,"Thursday, 2023-03-23","Mar-23, 23"
1297,2023-03-24,3970.99,32237.53,March 24 2023,"Friday, 2023-03-24","Mar-24, 23"
1298,2023-03-27,3977.53,32432.08,March 27 2023,"Monday, 2023-03-27","Mar-27, 23"
1299,2023-03-28,3971.27,32394.25,March 28 2023,"Tuesday, 2023-03-28","Mar-28, 23"
1300,2023-03-29,4027.81,32717.6,March 29 2023,"Wednesday, 2023-03-29","Mar-29, 23"
1301,2023-03-30,4050.83,32859.03,March 30 2023,"Thursday, 2023-03-30","Mar-30, 23"
1302,2023-03-31,4109.31,33274.15,March 31 2023,"Friday, 2023-03-31","Mar-31, 23"
1303,2023-04-03,4124.51,33601.15,April 03 2023,"Monday, 2023-04-03","Apr-03, 23"
1304,2023-04-04,4100.6,33402.38,April 04 2023,"Tuesday, 2023-04-04","Apr-04, 23"
0,2018-04-04,2644.69,24264.3,April 04 2018,"Wednesday, 2018-04-04","Apr-04, 18"
1,2018-04-05,2662.84,24505.22,April 05 2018,"Thursday, 2018-04-05","Apr-05, 18"
2,2018-04-06,2604.47,23932.76,April 06 2018,"Friday, 2018-04-06","Apr-06, 18"
3,2018-04-09,2613.16,23979.1,April 09 2018,"Monday, 2018-04-09","Apr-09, 18"
4,2018-04-10,2656.87,24408.0,April 10 2018,"Tuesday, 2018-04-10","Apr-10, 18"
5,2018-04-11,2642.19,24189.45,April 11 2018,"Wednesday, 2018-04-11","Apr-11, 18"
6,2018-04-12,2663.99,24483.05,April 12 2018,"Thursday, 2018-04-12","Apr-12, 18"
7,2018-04-13,2656.3,24360.14,April 13 2018,"Friday, 2018-04-13","Apr-13, 18"
8,2018-04-16,2677.84,24573.04,April 16 2018,"Monday, 2018-04-16","Apr-16, 18"
9,2018-04-17,2706.39,24786.63,April 17 2018,"Tuesday, 2018-04-17","Apr-17, 18"
10,2018-04-18,2708.64,24748.07,April 18 2018,"Wednesday, 2018-04-18","Apr-18, 18"
11,2018-04-19,2693.13,24664.89,April 19 2018,"Thursday, 2018-04-19","Apr-19, 18"
12,2018-04-20,2670.14,24462.94,April 20 2018,"Friday, 2018-04-20","Apr-20, 18"
13,2018-04-23,2670.29,24448.69,April 23 2018,"Monday, 2018-04-23","Apr-23, 18"
14,2018-04-24,2634.56,24024.13,April 24 2018,"Tuesday, 2018-04-24","Apr-24, 18"
15,2018-04-25,2639.4,24083.83,April 25 2018,"Wednesday, 2018-04-25","Apr-25, 18"
16,2018-04-26,2666.94,24322.34,April 26 2018,"Thursday, 2018-04-26","Apr-26, 18"
17,2018-04-27,2669.91,24311.19,April 27 2018,"Friday, 2018-04-27","Apr-27, 18"
18,2018-04-30,2648.05,24163.15,April 30 2018,"Monday, 2018-04-30","Apr-30, 18"
19,2018-05-01,2654.8,24099.05,May 01 2018,"Tuesday, 2018-05-01","May-01, 18"
20,2018-05-02,2635.67,23924.98,May 02 2018,"Wednesday, 2018-05-02","May-02, 18"
21,2018-05-03,2629.73,23930.15,May 03 2018,"Thursday, 2018-05-03","May-03, 18"
22,2018-05-04,2663.42,24262.51,May 04 2018,"Friday, 2018-05-04","May-04, 18"
23,2018-05-07,2672.63,24357.32,May 07 2018,"Monday, 2018-05-07","May-07, 18"
24,2018-05-08,2671.92,24360.21,May 08 2018,"Tuesday, 2018-05-08","May-08, 18"
25,2018-05-09,2697.79,24542.54,May 09 2018,"Wednesday, 2018-05-09","May-09, 18"
26,2018-05-10,2723.07,24739.53,May 10 2018,"Thursday, 2018-05-10","May-10, 18"
27,2018-05-11,2727.72,24831.17,May 11 2018,"Friday, 2018-05-11","May-11, 18"
28,2018-05-14,2730.13,24899.41,May 14 2018,"Monday, 2018-05-14","May-14, 18"
29,2018-05-15,2711.45,24706.41,May 15 2018,"Tuesday, 2018-05-15","May-15, 18"
30,2018-05-16,2722.46,24768.93,May 16 2018,"Wednesday, 2018-05-16","May-16, 18"
31,2018-05-17,2720.13,24713.98,May 17 2018,"Thursday, 2018-05-17","May-17, 18"
32,2018-05-18,2712.97,24715.09,May 18 2018,"Friday, 2018-05-18","May-18, 18"
33,2018-05-21,2733.01,25013.29,May 21 2018,"Monday, 2018-05-21","May-21, 18"
34,2018-05-22,2724.44,24834.41,May 22 2018,"Tuesday, 2018-05-22","May-22, 18"
35,2018-05-23,2733.29,24886.81,May 23 2018,"Wednesday, 2018-05-23","May-23, 18"
36,2018-05-24,2727.76,24811.76,May 24 2018,"Thursday, 2018-05-24","May-24, 18"
37,2018-05-25,2721.33,24753.09,May 25 2018,"Friday, 2018-05-25","May-25, 18"
